"","BIOME","Species","GF","log.LL","log.LMA"
"1879","TEMP_FOR","Corylus americanus","S",NA,2.02
"1880","TEMP_FOR","Desmodium canadense","H",0.39,1.8
"1881","TEMP_FOR","Koeleria cristata","G",0.49,2.14
"1882","TEMP_FOR","Lespedeza capitata","H",0.19,2.01
"1883","TEMP_FOR","Liatris aspera","H",NA,2.11
"1884","TEMP_FOR","Lupinus perennis","H",-0.03,1.81
"1885","TEMP_FOR","Panicum capillare","G",NA,1.82
"1886","TEMP_FOR","Panicum virgatum","G",NA,1.99
"1887","TEMP_FOR","Penstemon grandiflorus","H",NA,1.98
"1888","TEMP_FOR","Petalostemum purpureum","H",NA,2.12
"1889","TEMP_FOR","Petalostemum villosum","H",NA,2.05
"1890","TEMP_FOR","Poa pratensis","G",0.48,2
"1891","TEMP_FOR","Potentilla arguta","H",NA,1.98
"1892","TEMP_FOR","Quercus macrocarpa","T",NA,1.97
"1893","TEMP_FOR","Rudbeckia serotina","H",0.19,1.85
"1894","TEMP_FOR","Schizachyrium scoparium","G",0.38,1.82
"1895","TEMP_FOR","Solidago nemoralis","H",NA,2.09
"1896","TEMP_FOR","Solidago rigida","H",0.48,2.07
"1897","TEMP_FOR","Sorghastrum nutans","G",0.29,1.98
"1898","TEMP_FOR","Stipa spartea","G",NA,2.15
"1899","TROP_RF","Avicennia alba","T",NA,2.18
"1900","TROP_RF","Avicennia lanata","T",NA,2.32
"1901","TROP_RF","Bruguiera cylindrica","T",NA,2.06
"1902","TROP_RF","Ceriops tagal","T",NA,2.28
"1903","TROP_RF","Lumnitzera littorea","T",NA,2.39
"1904","TROP_RF","Rhizophora apiculata","T",NA,2.31
"1905","TROP_RF","Rhizophora mucronata","T",NA,2.28
"1906","TROP_RF","Scyphiphora hydrophyllacea","T",NA,2.19
"1907","TROP_RF","Sonneratia alba","T",NA,2.21
"1908","TROP_RF","Cerbera manghas","T",NA,1.9
"1909","TROP_RF","Hibiscus tiliaceus","T",NA,2.01
"1910","TROP_RF","Planchonella obovata","T",NA,2.04
"1911","TROP_RF","Scaevola taccada","S",NA,1.88
"1912","TROP_RF","Tarenna fragrans","S",NA,1.98
"1913","TROP_RF","Terminalia catappa","T",NA,1.87
"1914","TROP_RF","Thespesia populnea","T",NA,1.86
"1915","TROP_RF","Tristaniopsis whiteana","T",NA,2.13
"1916","TROP_RF","Adinandra dumosa","T",NA,2.24
"1917","TROP_RF","Eugenia spicata","T",NA,2.02
"1918","TROP_RF","Fagraea fragrans","T",NA,1.96
"1919","TROP_RF","Melastoma malabathricum","S",NA,1.99
"1920","TROP_RF","Myrica esculenta","T",NA,2.08
"1921","TROP_RF","Rhodamnia cinerea","T",NA,2.14
"1922","TROP_RF","Arthrophyllum diversifolium","T",NA,1.93
"1923","TROP_RF","Claoxylon indicum","T",NA,1.72
"1924","TROP_RF","Commersonia bartramia","T",NA,1.8
"1925","TROP_RF","Ficus fistulosa","T",NA,1.97
"1926","TROP_RF","Ficus grossularioides","T",NA,1.9
"1927","TROP_RF","Ixonanthes reticulata","T",NA,2.14
"1928","TROP_RF","Ixora congesta","S",NA,2.13
"1929","TROP_RF","Macaranga heynei","T",NA,1.9
"1930","TROP_RF","Macaranga hypoleuca","T",NA,1.95
"1931","TROP_RF","Mallotus paniculatus","T",NA,1.77
"1932","TROP_RF","Sapium discolor","T",NA,1.85
"1933","TROP_RF","Trema cannabina","S",NA,1.86
"1934","TROP_RF","Trema tomentosa","T",NA,1.88
"1935","TROP_RF","Vitex pinnata","T",NA,2
"1936","WLAND","Adenanthos cygnorum","S",1.6,2.37
"1937","WLAND","Andersonia heterophylla","S",1.03,2.41
"1938","WLAND","Astroloma xerophyllum","S",0.94,2.35
"1939","WLAND","Banksia attenuata","T",1.47,2.45
"1940","WLAND","Banksia menziesii","T",1.58,2.51
"1941","WLAND","Bossiaea eriocarpa","S",1.21,2.3
"1942","WLAND","Calytrix flavescens","S",1.44,2.38
"1943","WLAND","Conostephium pendulum","S",1.43,2.33
"1944","WLAND","Eremaea pauciflora","S",1.15,2.3
"1945","WLAND","Hibbertia huegelii","S",1.17,2.26
"1946","WLAND","Hibbertia subvaginata","S",1.23,2.39
"1947","WLAND","Jacksonia floribunda","S",1.52,2.49
"1948","WLAND","Leucopogon conostephioides","S",1.15,2.2
"1949","WLAND","Lyginia barbata","G",1.66,2.83
"1950","WLAND","Macrozamia riedlei","S",2.02,2.46
"1951","WLAND","Melaleuca acerosa","S",1.39,2.52
"1952","WLAND","Nuytsia floribunda","T",1.45,2.66
"1953","WLAND","Patersonia occidentalis","H",1.46,2.58
"1954","WLAND","Persoonia saccata","S",1.47,2.66
"1955","WLAND","Petrophile linearis","S",1.62,2.74
"1956","WLAND","Regelia ciliata","S",1.28,2.19
"1957","WLAND","Scholtzia involucrata","S",1.37,2.25
"1958","WLAND","Stirlingia latifolia","S",1.46,2.46
"1959","WLAND","Verticordia nitens","S",1.26,2.52
"1960","WLAND","Xanthorrhoea preissii","S",1.38,2.87
"1961","WLAND","Anigozanthos humilis","H",0.6,1.76
"1962","WLAND","Drosera sp","H",0.6,1.7
"1963","WLAND","Gladiolus caryophyllaceus","H",0.6,1.94
"1964","WLAND","Pterostylis sp","H",0.6,1.57
"1965","WLAND","Stylidium sp","H",0.6,2.05
"1966","WLAND","Apollonias barbujana","T",NA,2.15
"1967","WLAND","Arbutus canariensis","T",NA,2.16
"1968","WLAND","Erica arborea","T",NA,2.12
"1969","WLAND","Erica scoparia","S",NA,2.11
"1970","WLAND","Heberdenia bahamensis","T",NA,2.05
"1971","WLAND","Ilex canariensis","T",NA,2.2
"1972","WLAND","Ilex platyphylla","T",NA,2.15
"1973","WLAND","Laurus azorica","T",NA,2.11
"1974","WLAND","Maytenus canariensis","S",NA,2.07
"1975","WLAND","Myrica faya","T",NA,1.98
"1976","WLAND","Ocotea foetens","T",NA,2.04
"1977","WLAND","Persea indica","T",NA,2.07
"1978","WLAND","Picconia excelsa","T",NA,2.24
"1979","WLAND","Prunus lusitanica","T",NA,2.11
"1980","WLAND","Rhamnus glandulosa","T",NA,2.09
"1981","WLAND","Salix canariensis","T",NA,1.78
"1982","WLAND","Viburnum rigidum","S",NA,2.15
"1983","WLAND","Visnea mocanera","T",NA,2.14
"1984","WLAND","Adenocarpus foliolosus","S",NA,2
"1985","WLAND","Argyranthemum spp.","S",NA,2.14
"1986","WLAND","Bupleurum salicifolium","S",NA,2.15
"1987","WLAND","Chamaecytisus proliferus","S",NA,2.33
"1988","WLAND","Cistus monspeliensis","S",NA,2.18
"1989","WLAND","Cistus simphytifolius","S",NA,2.22
"1990","WLAND","Daphne gnidium","S",NA,2.2
"1991","WLAND","Dorycnium spectabile","S",NA,1.91
"1992","WLAND","Hypericum reflexum","S",NA,2.04
"1993","WLAND","Jasminum odoratisimum","S",NA,2.19
"1994","WLAND","Juniperus phoenicea","T",NA,2.2
"1995","WLAND","Olea europaea","T",NA,2.29
"1996","WLAND","Pinus canariensis","T",NA,1.84
"1997","WLAND","Rumex lunaria","S",NA,1.97
"1998","TEMP_FOR","Alnus rhombifolia","T",NA,1.99
"1999","TEMP_FOR","Quercus lobata","T",NA,2.12
"2000","TEMP_FOR","Quercus keloggii","T",NA,2.07
"2001","TEMP_FOR","Quercus douglasii","T",NA,2.1
"2002","TEMP_FOR","Aesculus californica","T",NA,1.86
"2003","TEMP_FOR","Salix laevigata","T",NA,2.08
"2004","TEMP_FOR","Heteromeles arbutifolia","S",NA,2.29
"2005","TEMP_FOR","Rhamnus californica","S",NA,1.97
"2006","TEMP_FOR","Quercus agrifolia","T",NA,2.25
"2007","TEMP_FOR","Arbutus menziesii","T",NA,2.16
"2008","WLAND","Adenostoma fasciculatum","S",NA,2.28
"2009","WLAND","Arctostaphylos crustacea","S",NA,2.39
"2010","WLAND","Ceanothus cuneatus","S",NA,2.44
"2011","WLAND","Diplacus aurantiacus","S",NA,2.08
"2012","WLAND","Eriodictyon californicum","S",NA,2.44
"2013","WLAND","Lepechinia calycina","S",NA,2.05
"2014","WLAND","Berberis ilicifolia","T",NA,2.31
"2015","WLAND","Drimys winteri","T",NA,2.16
"2016","WLAND","Embothrium coccineum","T",NA,2.11
"2017","WLAND","Maytenus magellanica","T",NA,2.14
"2018","WLAND","Nothofagus antarctica","T",NA,1.96
"2019","WLAND","Nothofagus betuloides","T",NA,2.18
"2020","WLAND","Nothofagus pumilio","T",NA,1.74
"2021","DESERT","Artemisia tridentata","S",NA,2.12
"2022","DESERT","Chilopsis linearis","T",NA,2.37
"2023","DESERT","Chrysothamnus nauseosus","S",NA,2.09
"2024","DESERT","Flourensia cernua","S",NA,2.06
"2025","DESERT","Larrea tridentata","S",NA,2.08
"2026","DESERT","Simmondsia chinensis","S",NA,2.29
"2027","TEMP_FOR","Carya tomentosa","T",NA,1.55
"2028","TEMP_FOR","Chionanthus virginicus","T",NA,1.54
"2029","TEMP_FOR","Cornus florida","T",NA,1.64
"2030","TEMP_FOR","Ilex opaca","T",NA,2.13
"2031","TEMP_FOR","Liquidambar styraciflua","T",NA,1.85
"2032","TEMP_FOR","Liriodendron tulipifera","T",NA,1.55
"2033","TEMP_FOR","Platanus occidentalis","T",NA,1.63
"2034","TEMP_FOR","Populus heterophylla","T",NA,1.84
"2035","TEMP_FOR","Acer rubrum","T",NA,1.65
"2036","TEMP_FOR","Betula papyrifera","T",NA,1.93
"2037","TEMP_FOR","Populus tremuloides","T",NA,1.91
"2038","TEMP_FOR","Quercus rubra","T",NA,1.92
"2039","TUNDRA","Salix arctica","S",NA,1.88
"2040","TUNDRA","Dryas integrifolia","S",NA,2.03
"2041","TUNDRA","Cassiope tetragona","S",NA,2.04
"2042","WLAND","Arctostaphylos uva-ursi","S",NA,2.5
"2043","WLAND","Cistus albidus","S",NA,2.27
"2044","WLAND","Cistus ladanifer","S",NA,2.46
"2045","WLAND","Cistus libanotis","S",NA,2.43
"2046","WLAND","Cistus monspeliensis","S",NA,2.38
"2047","WLAND","Cistus salvifolius","S",NA,1.98
"2048","WLAND","Halimium commutatum","S",NA,2.47
"2049","WLAND","Halimium halimifolium","S",NA,2.22
"2050","WLAND","Halimium umbellatum","S",NA,2.45
"2051","WLAND","Juniperus communis","T",NA,2.18
"2052","WLAND","Juniperus oophora","T",NA,NA
"2053","WLAND","Lavandula stoechas","S",NA,2.2
"2054","WLAND","Olea europaea","T",NA,2.3
"2055","WLAND","Phillyrea angustifolia","T",NA,2.37
"2056","WLAND","Phlomis purpurea","S",NA,NA
"2057","WLAND","Pinus pinaster","T",NA,NA
"2058","WLAND","Pistacia lentiscus","T",NA,2.34
"2059","WLAND","Quercus coccifera","S",NA,2.22
"2060","WLAND","Quercus rotundifolia","T",NA,2.23
"2061","WLAND","Rosmarinus officinalis","S",NA,2.33
"2062","WLAND","Arbutus unedo","T",NA,2.19
"2063","WLAND","Calluna vulgaris","S",NA,2.15
"2064","WLAND","Ceratonia siliqua","T",NA,2.3
"2065","WLAND","Cistus laurifolius","S",NA,2.47
"2066","WLAND","Cistus populifolius","S",NA,2.31
"2067","WLAND","Crataegus monogyna","T",NA,1.97
"2068","WLAND","Erica scoparia","S",NA,2.21
"2069","WLAND","Ficus carica","T",NA,2.06
"2070","WLAND","Frangula alnus","T",NA,1.85
"2071","WLAND","Fraxinus angustifolia","T",NA,1.87
"2072","WLAND","Fraxinus ornus","T",NA,2.19
"2073","WLAND","Myrtus communis","S",NA,1.98
"2074","WLAND","Nerium oleander","S",NA,2.26
"2075","WLAND","Populus alba","T",NA,1.93
"2076","WLAND","Pyrus bourgeana","T",NA,1.93
"2077","WLAND","Quercus faginea","T",NA,2.04
"2078","WLAND","Quercus lusitanica","S",NA,2.17
"2079","WLAND","Quercus pyrenaica","T",NA,1.89
"2080","WLAND","Quercus suber","T",NA,2.15
"2081","WLAND","Rubus ulmifolius","S",NA,1.92
"2082","WLAND","Salix sp","V",NA,2.07
"2083","WLAND","Smilax aspera","T",NA,2.03
"2084","WLAND","Vitis vinifera","V",NA,1.8
"2085","TROP_RF","Anthonotha gracilliflora","T",NA,NA
"2086","TROP_RF","Anthonotha macrophylla","T",NA,NA
"2087","TROP_RF","Barteria fistulosa","T",NA,NA
"2088","TROP_RF","Berlinia auriculata","T",NA,NA
"2089","TROP_RF","Cissus producta","T",NA,NA
"2090","TROP_RF","Coula edulis","T",NA,NA
"2091","TROP_RF","Deidamia clematoides","T",NA,NA
"2092","TROP_RF","Dichostemma caloneura","T",NA,NA
"2093","TROP_RF","Dichostemma glaucens","T",NA,NA
"2094","TROP_RF","Diospyros dendo","T",NA,NA
"2095","TROP_RF","Diospyros hoyleana","T",NA,NA
"2096","TROP_RF","Garcinia mannii","T",NA,NA
"2097","TROP_RF","Garcinia ovalifolia","T",NA,NA
"2098","TROP_RF","Leptaulus daphnoides","T",NA,NA
"2099","TROP_RF","Librevillea klainei","T",NA,NA
"2100","TROP_RF","Lophira alata","T",NA,NA
"2101","TROP_RF","Mammea africana","T",NA,NA
"2102","TROP_RF","Protomegabaria tapfiana","T",NA,NA
"2103","TROP_RF","Rauvolfia vomitoria","T",NA,NA
"2104","TROP_RF","Trichoscypha patens","T",NA,NA
"2105","TROP_RF","Uapaca staudtii","T",NA,NA
"2106","TROP_RF","Bosqueia phoberos","T",NA,NA
"2107","TROP_RF","Cassipourea ruwenzoriensis","T",NA,NA
"2108","TROP_RF","Celtis africana","T",NA,NA
"2109","TROP_RF","Celtis durandii","T",NA,NA
"2110","TROP_RF","Chaetachme aristata","T",NA,NA
"2111","TROP_RF","Dombeya mukole","T",NA,NA
"2112","TROP_RF","Erythrina excelsa","T",NA,NA
"2113","TROP_RF","Funtumia latifolia","T",NA,NA
"2114","TROP_RF","Markhamia platycalyx","T",NA,NA
"2115","TROP_RF","Milletia dura","T",NA,NA
"2116","TROP_RF","Pancovia turbinata","T",NA,NA
"2117","TROP_RF","Parinari excelsa","T",NA,NA
"2118","TROP_RF","Strombosia scheffleri","T",NA,NA
"2119","TROP_RF","Teclea nobilis","T",NA,NA
"2120","TROP_RF","Piper aequale","S",1.37,1.56
"2121","TROP_RF","Piper amalago","S",1.44,1.56
"2122","TROP_RF","Piper auritum","S",0.62,1.45
"2123","TROP_RF","Piper hispidum","S",1.13,1.48
"2124","TROP_RF","Piper lapathifolium","S",1.23,1.5
"2125","TROP_RF","Piper peltatum","S",0.41,1.36
"2126","TROP_RF","Piper umbellatum","S",0.55,1.52
"2127","TROP_FOR","Carpinus caroliniana","T",0.89,1.64
"2128","TROP_FOR","Clethra mexicana","T",1.05,1.99
"2129","TROP_FOR","Liquidambar styraciflua","T",0.86,1.68
"2130","TROP_FOR","Quercus xalapensis","T",0.98,1.84
"2131","TROP_FOR","Cinnamomum barbeyanum","T",1.36,1.9
"2132","TROP_FOR","Hedyosnium maxicanum","T",0.85,1.67
"2133","TROP_FOR","Magnolia schiedeana","T",1.56,1.99
"2134","TROP_FOR","Oreopanax xalapensis","T",1.28,2.04
"2135","TROP_FOR","Turpinia insignis","T",1.17,1.89
"2136","TEMP_FOR","Acacia floribunda","T",1.13,2.1
"2137","TEMP_FOR","Allocasuarina sp","T",NA,2.26
"2138","TEMP_FOR","Astrotricha floccosa","S",0.79,1.92
"2139","TEMP_FOR","Correa reflexa","S",1.07,1.85
"2140","TEMP_FOR","Dodonaea triquetra","S",0.91,1.98
"2141","TEMP_FOR","Eucalyptus paniculata","T",1.12,2.08
"2142","TEMP_FOR","Eucalyptus umbra","T",1.39,2.31
"2143","TEMP_FOR","Gompholobium latifolium","S",1.42,1.98
"2144","TEMP_FOR","Lasiopetalum ferrugineum","S",1.38,2.08
"2145","TEMP_FOR","Leptospermum polygalifolium","S",0.87,1.96
"2146","TEMP_FOR","Lomatia silaifolia","S",1.44,2.15
"2147","TEMP_FOR","Macrozamia communis","S",NA,2.43
"2148","TEMP_FOR","Persoonia linearis","T",1.61,2.16
"2149","TEMP_FOR","Pomaderris ferruginea","S",1.06,1.99
"2150","TEMP_FOR","Pultenea daphnoides","S",0.97,1.97
"2151","TEMP_FOR","Pultenea flexilis","S",1.22,1.96
"2152","TEMP_FOR","Synoum glandulosum","T",1.07,1.96
"2153","TEMP_FOR","Syncarpia glomulifera","T",1.36,2.17
"2154","TEMP_FOR","Xylomelum pyriforme","T",1.61,2.18
"2155","WLAND","Acacia suaveolens","S",1.47,2.34
"2156","WLAND","Banksia marginata","S",1.56,2.23
"2157","WLAND","Boronia ledifolia","S",1.29,2.2
"2158","WLAND","Corymbia gummifera","T",1.16,2.27
"2159","WLAND","Eriostemon australasius","S",1.08,2.17
"2160","WLAND","Eucalyptus haemostoma","T",1.27,2.3
"2161","WLAND","Gompholobium grandiflorum","S",1.45,2.11
"2162","WLAND","Grevillea buxifolia","S",1.18,2.04
"2163","WLAND","Grevillea speciosa","S",1.27,2.19
"2164","WLAND","Hakea dactyloides","S",1.62,2.41
"2165","WLAND","Hakea teretifolia","S",1.32,2.53
"2166","WLAND","Hibbertia bracteata","S",1.04,2.04
"2167","WLAND","Lambertia formosa","S",1.47,2.35
"2168","WLAND","Leptospermum trinervium","S",1.35,2.11
"2169","WLAND","Persoonia levis","S",1.66,2.26
"2170","WLAND","Phyllota phylicoides","S",1.35,2.08
"2171","WLAND","Pimelea linifolia","S",1.1,1.76
"2172","WLAND","Acacia doratoxylon","S",1.3,2.34
"2173","WLAND","Acacia oswaldii","S",1.32,2.42
"2174","WLAND","Atriplex stipitata","S",0.8,1.92
"2175","WLAND","Brachychiton populneus","T",1.12,2.12
"2176","WLAND","Callitris glaucophylla","T",1.49,2.37
"2177","WLAND","Dodonaea viscosa angustissima","S",0.9,2.23
"2178","WLAND","Dodonaea viscosa cuneata","S",0.99,2.05
"2179","WLAND","Dodonaea viscosa spatulata","S",1.01,2.12
"2180","WLAND","Eremophila glabra","S",1.24,2.21
"2181","WLAND","Eremophila longifolia","S",1.18,2.43
"2182","WLAND","Eremophila mitchelli","S",1.15,2.25
"2183","WLAND","Eucalyptus intertexta","T",1.2,2.26
"2184","WLAND","Exocarpus apophyllum","T",1.53,2.72
"2185","WLAND","Geijera parviflora","T",1.47,2.27
"2186","WLAND","Hakea tephrosperma","S",1.61,2.7
"2187","WLAND","Helichrysum apiculatum","S",NA,1.58
"2188","WLAND","Melaleuca uncinata","S",1.24,2.45
"2189","WLAND","Olearia pimelioides","S",1.14,2.07
"2190","WLAND","Philotheca difformis","S",1.28,2.44
"2191","WLAND","Pimelea microcephala","S",0.88,1.91
"2192","WLAND","Senna artemisioides 1lft","S",1.29,2.54
"2193","WLAND","Senna artemisioides 3lft","S",1.32,2.45
"2194","WLAND","Solanum ferocissium","S",0.81,1.88
"2195","WLAND","Spartothamnella puberula","S",0.98,1.97
"2196","WLAND","Acacia colletioides","S",1.57,2.56
"2197","WLAND","Acacia havilandiorum","S",1.32,2.62
"2198","WLAND","Acacia willhelmiana","S",1.08,2.21
"2199","WLAND","Bertya cunninghamii","S",1.21,2.23
"2200","WLAND","Beyeria opaca","S",1.17,2.2
"2201","WLAND","Bossiaea walkeri","S",1.75,2.5
"2202","WLAND","Brachychiton populneus","T",1.12,2.1
"2203","WLAND","Callitris glaucophylla","T",NA,NA
"2204","WLAND","Cassinia laevis","S",1,2.11
"2205","WLAND","Eremophila deserti","S",1.46,2.34
"2206","WLAND","Eremophila glabra","S",1.2,2.19
"2207","WLAND","Eucalyptus dumosa","T",1.47,2.48
"2208","WLAND","Eucalyptus socialis","T",1.46,2.45
"2209","WLAND","Eutaxia microphylla","S",1.07,1.95
"2210","WLAND","Grevillea aneura","S",NA,2.16
"2211","WLAND","Melaleuca uncinata","S",1.2,2.58
"2212","WLAND","Micromyrtus sessilis","S",NA,2.32
"2213","WLAND","Olearia decurrens","S",1.05,2.19
"2214","WLAND","Olearia pimelioides","S",0.96,2.01
"2215","WLAND","Philotheca difformis","S",1.43,2.25
"2216","WLAND","Santalum acuminatum","T",1.24,2.49
"2217","WLAND","Triodia scabra","G",NA,2.59
"2218","TROP_RF","Citharexylum macradenium","T",NA,2.02
"2219","TROP_RF","Baccharis pedunculata","S",NA,1.79
"2220","TROP_RF","Parathesis amplifolia","T",NA,1.92
"2221","TROP_RF","Blakea foliacea","EP",NA,1.86
"2222","TROP_RF","Ficus macbridei","EP",NA,2.21
"2223","TROP_RF","Inga punctata","T",NA,2.05
"2224","TROP_RF","Croton draco","T",NA,1.79
"2225","TROP_RF","Dendropanax arboreus","T",NA,2.31
"2226","TROP_RF","Clusia stenophylla","EP",NA,2.42
"2227","TEMP_FOR","Abies alba","T",1.99,2.27
"2228","TEMP_FOR","Acer platanoides","T",0.78,1.67
"2229","TEMP_FOR","Acer pseudoplatanus","T",0.78,1.79
"2230","TEMP_FOR","Betula pendula","T",0.68,1.82
"2231","TEMP_FOR","Carpinus betulus","T",0.78,1.66
"2232","TEMP_FOR","Fagus sylvatica","T",0.78,1.65
"2233","TEMP_FOR","Larix decidua","T",0.78,2
"2234","TEMP_FOR","Picea abies","T",2.01,2.37
"2235","TEMP_FOR","Pinus nigra","T",1.66,2.51
"2236","TEMP_FOR","Pinus sylvestris","T",1.46,2.45
"2237","TEMP_FOR","Pseudotsuga menziesii","T",1.81,2.14
"2238","TEMP_FOR","Quercus robur","T",0.78,1.84
"2239","TEMP_FOR","Quercus rubra","T",0.78,1.84
"2240","TEMP_FOR","Tilia cordata","T",0.68,1.66
"2241","BOREAL","Peucedanum multivittatum","H",0.17,1.6
"2242","BOREAL","Potentilla marsumurae","H",0.33,1.7
"2243","BOREAL","Sieversia pentapetala","S",0.33,1.79
"2244","BOREAL","Betula ermanii","T",NA,1.68
"2245","BOREAL","Alnus maximowiczii","T",NA,1.82
"2246","BOREAL","Betula platyphylla japonica","T",NA,1.78
"2247","BOREAL","Betula ermanii","T",NA,1.81
"2248","BOREAL","Alnus maximowiczii","T",NA,1.66
"2249","BOREAL","Quercus mongolica grosseserrata","T",NA,1.74
"2250","TROP_RF","Anacardium excelsum","T",NA,2.01
"2251","TROP_RF","Cecropia longipes","T",NA,2.1
"2252","TROP_RF","Didymopanax morototoni","T",NA,2.14
"2253","TROP_RF","Ficus obtusifolia","T",NA,1.99
"2254","TROP_RF","Luehea seemannii","T",NA,1.89
"2255","TROP_RF","Pseudobombax septenatum","T",NA,2.11
"2256","WLAND","Colophosphermum mopane","T",NA,NA
"2257","WLAND","Combretum apiculatum","T",NA,NA
"2258","WLAND","Dalbergia melanoxylon","T",NA,NA
"2259","WLAND","Euclea divinorum","T",NA,NA
"2260","WLAND","Lannea stuhlmannii","T",NA,NA
"2261","WLAND","Albizia antunesiana","T",NA,NA
"2262","WLAND","Brachystegia spiciformis","T",NA,NA
"2263","WLAND","Burkea africana","T",NA,NA
"2264","WLAND","Combretum apiculatum","T",NA,NA
"2265","WLAND","Julbernardia globulifera","T",NA,NA
"2266","WLAND","Monotes glaber","T",NA,NA
"2267","WLAND","Terminalia sericea","T",NA,NA
"2268","WLAND","Acacia nigrescens","T",NA,NA
"2269","WLAND","Bolusanthus speciosus","T",NA,NA
"2270","WLAND","Combretum apiculatum","T",NA,NA
"2271","WLAND","Euclea divinorum","T",NA,NA
"2272","WLAND","Ziziphus mucronata","T",NA,NA
"2273","WLAND","Leucadendron lanigerum","S",NA,2.36
"2274","WLAND","Leucadendron pubescens (m&f)","S",NA,2.29
"2275","WLAND","Protea bracteolaris","S",NA,2.46
"2276","WLAND","Protea laurifolia","S",NA,2.55
"2277","WLAND","Protea nitida","S",NA,2.53
"2278","WLAND","Leucadendron salignum (m&f)","S",NA,2.35
"2279","WLAND","Protea burchellii","S",NA,2.48
"2280","WLAND","Protea laurifolia","S",NA,2.41
"2281","WLAND","Protea repens","S",NA,2.47
"2282","WLAND","Aulax umbellata","S",NA,2.3
"2283","WLAND","Leucadendron arcuatum (m&f)","S",NA,2.54
"2284","WLAND","Leucadendron salignum (m&f)","S",NA,2.4
"2285","WLAND","Protea laurifolia","S",NA,2.57
"2286","WLAND","Protea repens","S",NA,2.56
"2287","WLAND","Leucadendron brunoides","S",NA,2.64
"2288","WLAND","Leucadendron pubescens (m&f)","S",NA,2.46
"2289","WLAND","Protea glabra","S",NA,2.72
"2290","WLAND","Protea laurifolia","S",NA,2.65
"2291","WLAND","Leucadendron pubescens (m&f)","S",NA,2.26
"2292","WLAND","Leucadendron salignum (m&f)","S",NA,2.34
"2293","WLAND","Paranomus bracteolaris","S",NA,2.46
"2294","WLAND","Protea nitida","S",NA,2.41
"2295","WLAND","Diastella divaricata","S",NA,2.1
"2296","WLAND","Leucadendron laureolum","S",NA,2.34
"2297","WLAND","Leucadendron salignum (m&f)","S",NA,2.37
"2298","WLAND","Leucospermum conocarpodendron","S",NA,2.37
"2299","WLAND","Leucospermum hypophyllocarpodendron","S",NA,2.38
"2300","WLAND","Mimetes fibrifolium","S",NA,2.21
"2301","WLAND","Protea speciosa","S",NA,2.67
"2302","WLAND","Serruria hirsuta","S",NA,2.29
"2303","WLAND","Leucadendron foedum (m&f)","S",NA,2.41
"2304","WLAND","Protea repens","S",NA,2.49
"2305","WLAND","Serruria fucifolia","S",NA,2.41
"2306","WLAND","Leucadendron salignum (m&f)","S",NA,2.34
"2307","WLAND","Leucospermum conocarpodendron","S",NA,2.32
"2308","WLAND","Protea nerifolia","S",NA,2.42
"2309","WLAND","Protea nitida","S",NA,2.43
"2310","WLAND","Serruria sp","S",NA,2.28
"2311","WLAND","Leucadendron salignum (m&f)","S",NA,2.37
"2312","WLAND","Protea laurifolia","S",NA,2.46
"2313","WLAND","Protea neriifolia","S",NA,2.42
"2314","WLAND","Protea repens","S",NA,2.5
"2315","WLAND","Aulax umbellata","S",NA,2.27
"2316","WLAND","Leucadendron conifesula","S",NA,2.38
"2317","WLAND","Leucadendron salignum (m&f)","S",NA,2.34
"2318","WLAND","Mimetes cucullatus","S",NA,2.3
"2319","WLAND","Protea susannae","S",NA,2.48
"2320","WLAND","Serruria nervosa","S",NA,2.38
"2321","WLAND","Aulax umbellata (m&f)","S",NA,2.34
"2322","WLAND","Leucadendron xanthoconus (m&f)","S",NA,1.94
"2323","WLAND","Leucospermum cordifolium","S",NA,2.41
"2324","WLAND","Mimetes cucullatus","S",NA,2.36
"2325","WLAND","Protea cordata","S",NA,2.49
"2326","WLAND","Protea neriifolia","S",NA,2.44
"2327","WLAND","Serruria fasciflora","S",NA,2.41
"2328","WLAND","Leucadendron laureolum","S",NA,2.37
"2329","WLAND","Leucadendron xanthoconus (m&f)","S",NA,2.15
"2330","WLAND","Leucospermum cordifolium","S",NA,2.4
"2331","WLAND","Protea compacta","S",NA,2.45
"2332","WLAND","Protea neriifolia","S",NA,2.46
"2333","WLAND","Aulax umbellata (m&f)","S",NA,2.27
"2334","WLAND","Leucadendron salignum (m&f)","S",NA,2.18
"2335","WLAND","Protea cordata","S",NA,2.45
"2336","WLAND","Protea neriifolia","S",NA,2.53
"2337","WLAND","Protea repens","S",NA,2.52
"2338","WLAND","Hakea amplexicaulis","S",NA,2.32
"2339","WLAND","Hakea cristata","S",NA,2.51
"2340","WLAND","Hakea cyclocarpa","S",NA,2.58
"2341","WLAND","Hakea erinacea","S",NA,2.38
"2342","WLAND","Hakea incrassata","S",NA,2.59
"2343","WLAND","Hakea lissocarpha","S",NA,2.5
"2344","WLAND","Hakea myrtoides","S",NA,2.21
"2345","WLAND","Hakea petiolaris","S",NA,2.46
"2346","WLAND","Hakea ruscifolia","S",NA,2.34
"2347","WLAND","Hakea stenocarpa","S",NA,2.26
"2348","WLAND","Hakea trifurcata (needle)","S",NA,2.55
"2349","WLAND","Hakea undulata","S",NA,2.3
"2350","WLAND","Hakea anadenia","S",NA,2.4
"2351","WLAND","Hakea auriculata","S",NA,2.69
